string,case,gender,number,value,order,num_class,scale
шестидесятый,nominative,masculine,,60,1,ordinal,False
шестидесятая,nominative,feminine,,60,1,ordinal,False
шестидесятое,nominative,neuter,,60,1,ordinal,False
шестидесятые,nominative,,plural,60,1,ordinal,False
шестидесятого,genetive,masculine,,60,1,ordinal,False
шестидесятой,genetive,feminine,,60,1,ordinal,False
шестидесятого,genetive,neuter,,60,1,ordinal,False
шестидесятых,genetive,,plural,60,1,ordinal,False
шестидесятому,dative,masculine,,60,1,ordinal,False
шестидесятой,dative,feminine,,60,1,ordinal,False
шестидесятому,dative,neuter,,60,1,ordinal,False
шестидесятым,dative,,plural,60,1,ordinal,False
шестидесятый,accusative,masculine,,60,1,ordinal,False
шестидесятую,accusative,feminine,,60,1,ordinal,False
шестидесятое,accusative,neuter,,60,1,ordinal,False
шестидесятые,accusative,,plural,60,1,ordinal,False
шестидесятым,instrumental,masculine,,60,1,ordinal,False
шестидесятой,instrumental,feminine,,60,1,ordinal,False
шестидесятым,instrumental,neuter,,60,1,ordinal,False
шестидесятыми,instrumental,,plural,60,1,ordinal,False
шестидесятом,prepositional,masculine,,60,1,ordinal,False
шестидесятой,prepositional,feminine,,60,1,ordinal,False
шестидесятом,prepositional,neuter,,60,1,ordinal,False
шестидесятых,prepositional,,plural,60,1,ordinal,False
семьдесят,nominative,,,70,1,cardinal,False
семидесяти,genetive,,,70,1,cardinal,False
семидесяти,dative,,,70,1,cardinal,False
семьдесят,accusative,,,70,1,cardinal,False
семьюдесятью,instrumental,,,70,1,cardinal,False
семидесяти,prepositional,,,70,1,cardinal,False
семидесятый,nominative,masculine,,70,1,ordinal,False
семидесятая,nominative,feminine,,70,1,ordinal,False
семидесятое,nominative,neuter,,70,1,ordinal,False
семидесятые,nominative,,plural,70,1,ordinal,False
семидесятого,genetive,masculine,,70,1,ordinal,False
семидесятой,genetive,feminine,,70,1,ordinal,False
семидесятого,genetive,neuter,,70,1,ordinal,False
семидесятых,genetive,,plural,70,1,ordinal,False
семидесятому,dative,masculine,,70,1,ordinal,False
семидесятой,dative,feminine,,70,1,ordinal,False
семидесятому,dative,neuter,,70,1,ordinal,False
семидесятым,dative,,plural,70,1,ordinal,False
семидесятый,accusative,masculine,,70,1,ordinal,False
семидесятую,accusative,feminine,,70,1,ordinal,False
семидесятое,accusative,neuter,,70,1,ordinal,False
семидесятые,accusative,,plural,70,1,ordinal,False
семидесятым,instrumental,masculine,,70,1,ordinal,False
семидесятой,instrumental,feminine,,70,1,ordinal,False
семидесятым,instrumental,neuter,,70,1,ordinal,False
семидесятыми,instrumental,,plural,70,1,ordinal,False
семидесятом,prepositional,masculine,,70,1,ordinal,False
семидесятой,prepositional,feminine,,70,1,ordinal,False
семидесятом,prepositional,neuter,,70,1,ordinal,False
семидесятых,prepositional,,plural,70,1,ordinal,False
восемьдесят,nominative,,,80,1,cardinal,False
восьмидесяти,genetive,,,80,1,cardinal,False
восьмидесяти,dative,,,80,1,cardinal,False
восемьдесят,accusative,,,80,1,cardinal,False
восьмьюдесятью,instrumental,,,80,1,cardinal,False
восьмидесяти,prepositional,,,80,1,cardinal,False
восьмидесятый,nominative,masculine,,80,1,ordinal,False
восьмидесятая,nominative,feminine,,80,1,ordinal,False
восьмидесятое,nominative,neuter,,80,1,ordinal,False
восьмидесятые,nominative,,plural,80,1,ordinal,False
восьмидесятого,genetive,masculine,,80,1,ordinal,False
восьмидесятой,genetive,feminine,,80,1,ordinal,False
восьмидесятого,genetive,neuter,,80,1,ordinal,False
восьмидесятых,genetive,,plural,80,1,ordinal,False
восьмидесятому,dative,masculine,,80,1,ordinal,False
восьмидесятой,dative,feminine,,80,1,ordinal,False
восьмидесятому,dative,neuter,,80,1,ordinal,False
восьмидесятым,dative,,plural,80,1,ordinal,False
восьмидесятый,accusative,masculine,,80,1,ordinal,False
восьмидесятую,accusative,feminine,,80,1,ordinal,False
восьмидесятое,accusative,neuter,,80,1,ordinal,False
восьмидесятые,accusative,,plural,80,1,ordinal,False
восьмидесятым,instrumental,masculine,,80,1,ordinal,False
восьмидесятой,instrumental,feminine,,80,1,ordinal,False
восьмидесятым,instrumental,neuter,,80,1,ordinal,False
восьмидесятыми,instrumental,,plural,80,1,ordinal,False
восьмидесятом,prepositional,masculine,,80,1,ordinal,False
восьмидесятой,prepositional,feminine,,80,1,ordinal,False
восьмидесятом,prepositional,neuter,,80,1,ordinal,False
восьмидесятых,prepositional,,plural,80,1,ordinal,False
девяносто,nominative,,,90,1,cardinal,False
девяноста,genetive,,,90,1,cardinal,False
девяноста,dative,,,90,1,cardinal,False
девяносто,accusative,,,90,1,cardinal,False
девяноста,instrumental,,,90,1,cardinal,False
девяноста,prepositional,,,90,1,cardinal,False
девяностый,nominative,masculine,,90,1,ordinal,False
девяностая,nominative,feminine,,90,1,ordinal,False
девяностое,nominative,neuter,,90,1,ordinal,False
девяностые,nominative,,plural,90,1,ordinal,False
девяностого,genetive,masculine,,90,1,ordinal,False
девяностой,genetive,feminine,,90,1,ordinal,False
девяностого,genetive,neuter,,90,1,ordinal,False
девяностых,genetive,,plural,90,1,ordinal,False
девяностому,dative,masculine,,90,1,ordinal,False
девяностой,dative,feminine,,90,1,ordinal,False
девяностому,dative,neuter,,90,1,ordinal,False
девяностым,dative,,plural,90,1,ordinal,False
девяностый,accusative,masculine,,90,1,ordinal,False
девяностую,accusative,feminine,,90,1,ordinal,False
девяностое,accusative,neuter,,90,1,ordinal,False
девяностые,accusative,,plural,90,1,ordinal,False
девяностым,instrumental,masculine,,90,1,ordinal,False
девяностой,instrumental,feminine,,90,1,ordinal,False
девяностым,instrumental,neuter,,90,1,ordinal,False
девяностыми,instrumental,,plural,90,1,ordinal,False
девяностом,prepositional,masculine,,90,1,ordinal,False
девяностой,prepositional,feminine,,90,1,ordinal,False
девяностом,prepositional,neuter,,90,1,ordinal,False
девяностых,prepositional,,plural,90,1,ordinal,False
сто,nominative,,,100,2,cardinal,False
ста,genetive,,,100,2,cardinal,False
ста,dative,,,100,2,cardinal,False
сто,accusative,,,100,2,cardinal,False
ста,instrumental,,,100,2,cardinal,False
ста,prepositional,,,100,2,cardinal,False
сотый,nominative,masculine,,100,2,ordinal,False
сотая,nominative,feminine,,100,2,ordinal,False
сотое,nominative,neuter,,100,2,ordinal,False
сотые,nominative,,plural,100,2,ordinal,False
сотого,genetive,masculine,,100,2,ordinal,False
сотой,genetive,feminine,,100,2,ordinal,False
сотого,genetive,neuter,,100,2,ordinal,False
сотых,genetive,,plural,100,2,ordinal,False
сотому,dative,masculine,,100,2,ordinal,False
сотой,dative,feminine,,100,2,ordinal,False
сотому,dative,neuter,,100,2,ordinal,False
сотым,dative,,plural,100,2,ordinal,False
сотый,accusative,masculine,,100,2,ordinal,False
сотую,accusative,feminine,,100,2,ordinal,False
сотое,accusative,neuter,,100,2,ordinal,False
сотые,accusative,,plural,100,2,ordinal,False
сотым,instrumental,masculine,,100,2,ordinal,False
сотой,instrumental,feminine,,100,2,ordinal,False
сотым,instrumental,neuter,,100,2,ordinal,False
сотыми,instrumental,,plural,100,2,ordinal,False
сотом,prepositional,masculine,,100,2,ordinal,False
сотой,prepositional,feminine,,100,2,ordinal,False
сотом,prepositional,neuter,,100,2,ordinal,False
сотых,prepositional,,plural,100,2,ordinal,False
двести,nominative,,,200,2,cardinal,False
двухсот,genetive,,,200,2,cardinal,False
двумстам,dative,,,200,2,cardinal,False
двести,accusative,,,200,2,cardinal,False
двумястами,instrumental,,,200,2,cardinal,False
двухстах,prepositional,,,200,2,cardinal,False
двухсотый,nominative,masculine,,200,2,ordinal,False
двухсотая,nominative,feminine,,200,2,ordinal,False
двухсотое,nominative,neuter,,200,2,ordinal,False
двухсотые,nominative,,plural,200,2,ordinal,False
двухсотого,genetive,masculine,,200,2,ordinal,False
двухсотой,genetive,feminine,,200,2,ordinal,False
двухсотого,genetive,neuter,,200,2,ordinal,False
двухсотых,genetive,,plural,200,2,ordinal,False
двухсотому,dative,masculine,,200,2,ordinal,False
двухсотой,dative,feminine,,200,2,ordinal,False
двухсотому,dative,neuter,,200,2,ordinal,False
двухсотым,dative,,plural,200,2,ordinal,False
двухсотый,accusative,masculine,,200,2,ordinal,False
двухсотую,accusative,feminine,,200,2,ordinal,False
двухсотое,accusative,neuter,,200,2,ordinal,False
двухсотые,accusative,,plural,200,2,ordinal,False
двухсотым,instrumental,masculine,,200,2,ordinal,False
двухсотой,instrumental,feminine,,200,2,ordinal,False
двухсотым,instrumental,neuter,,200,2,ordinal,False
двухсотыми,instrumental,,plural,200,2,ordinal,False
двухсотом,prepositional,masculine,,200,2,ordinal,False
двухсотой,prepositional,feminine,,200,2,ordinal,False
двухсотом,prepositional,neuter,,200,2,ordinal,False
двухсотых,prepositional,,plural,200,2,ordinal,False
триста,nominative,,,300,2,cardinal,False
трёхсот,genetive,,,300,2,cardinal,False
трёмстам,dative,,,300,2,cardinal,False
триста,accusative,,,300,2,cardinal,False
тремястами,instrumental,,,300,2,cardinal,False
трёхстах,prepositional,,,300,2,cardinal,False
трёхсотый,nominative,masculine,,300,2,ordinal,False
трёхсотая,nominative,feminine,,300,2,ordinal,False
трёхсотое,nominative,neuter,,300,2,ordinal,False
трёхсотые,nominative,,plural,300,2,ordinal,False
трёхсотого,genetive,masculine,,300,2,ordinal,False
трёхсотой,genetive,feminine,,300,2,ordinal,False
трёхсотого,genetive,neuter,,300,2,ordinal,False
трёхсотых,genetive,,plural,300,2,ordinal,False
трёхсотому,dative,masculine,,300,2,ordinal,False
трёхсотой,dative,feminine,,300,2,ordinal,False
трёхсотому,dative,neuter,,300,2,ordinal,False
трёхсотым,dative,,plural,300,2,ordinal,False
трёхсотый,accusative,masculine,,300,2,ordinal,False
трёхсотую,accusative,feminine,,300,2,ordinal,False
трёхсотое,accusative,neuter,,300,2,ordinal,False
трёхсотые,accusative,,plural,300,2,ordinal,False
трёхсотым,instrumental,masculine,,300,2,ordinal,False
трёхсотой,instrumental,feminine,,300,2,ordinal,False
трёхсотым,instrumental,neuter,,300,2,ordinal,False
трёхсотыми,instrumental,,plural,300,2,ordinal,False
трёхсотом,prepositional,masculine,,300,2,ordinal,False
трёхсотой,prepositional,feminine,,300,2,ordinal,False
трёхсотом,prepositional,neuter,,300,2,ordinal,False
трёхсотых,prepositional,,plural,300,2,ordinal,False
четыреста,nominative,,,400,2,cardinal,False
четырёхсот,genetive,,,400,2,cardinal,False
четырёмстам,dative,,,400,2,cardinal,False
четыреста,accusative,,,400,2,cardinal,False
четырьмястами,instrumental,,,400,2,cardinal,False
четырёхстах,prepositional,,,400,2,cardinal,False
четырёхсотый,nominative,masculine,,400,2,ordinal,False
четырёхсотая,nominative,feminine,,400,2,ordinal,False
четырёхсотое,nominative,neuter,,400,2,ordinal,False
четырёхсотые,nominative,,plural,400,2,ordinal,False
четырёхсотого,genetive,masculine,,400,2,ordinal,False
четырёхсотой,genetive,feminine,,400,2,ordinal,False
четырёхсотого,genetive,neuter,,400,2,ordinal,False
четырёхсотых,genetive,,plural,400,2,ordinal,False
четырёхсотому,dative,masculine,,400,2,ordinal,False
четырёхсотой,dative,feminine,,400,2,ordinal,False
четырёхсотому,dative,neuter,,400,2,ordinal,False
четырёхсотым,dative,,plural,400,2,ordinal,False
четырёхсотый,accusative,masculine,,400,2,ordinal,False
четырёхсотую,accusative,feminine,,400,2,ordinal,False
четырёхсотое,accusative,neuter,,400,2,ordinal,False
четырёхсотые,accusative,,plural,400,2,ordinal,False
четырёхсотым,instrumental,masculine,,400,2,ordinal,False
четырёхсотой,instrumental,feminine,,400,2,ordinal,False
четырёхсотым,instrumental,neuter,,400,2,ordinal,False
четырёхсотыми,instrumental,,plural,400,2,ordinal,False
четырёхсотом,prepositional,masculine,,400,2,ordinal,False
четырёхсотой,prepositional,feminine,,400,2,ordinal,False
четырёхсотом,prepositional,neuter,,400,2,ordinal,False
четырёхсотых,prepositional,,plural,400,2,ordinal,False
пятьсот,nominative,,,500,2,cardinal,False
пятисот,genetive,,,500,2,cardinal,False
пятистам,dative,,,500,2,cardinal,False
пятьсот,accusative,,,500,2,cardinal,False
пятьюстами,instrumental,,,500,2,cardinal,False
пятистах,prepositional,,,500,2,cardinal,False
пятисотый,nominative,masculine,,500,2,ordinal,False
пятисотая,nominative,feminine,,500,2,ordinal,False
пятисотое,nominative,neuter,,500,2,ordinal,False
пятисотые,nominative,,plural,500,2,ordinal,False
пятисотого,genetive,masculine,,500,2,ordinal,False
пятисотой,genetive,feminine,,500,2,ordinal,False
пятисотого,genetive,neuter,,500,2,ordinal,False
пятисотых,genetive,,plural,500,2,ordinal,False
пятисотому,dative,masculine,,500,2,ordinal,False
пятисотой,dative,feminine,,500,2,ordinal,False
пятисотому,dative,neuter,,500,2,ordinal,False
пятисотым,dative,,plural,500,2,ordinal,False
пятисотый,accusative,masculine,,500,2,ordinal,False
пятисотую,accusative,feminine,,500,2,ordinal,False
пятисотое,accusative,neuter,,500,2,ordinal,False
пятисотые,accusative,,plural,500,2,ordinal,False
пятисотым,instrumental,masculine,,500,2,ordinal,False
пятисотой,instrumental,feminine,,500,2,ordinal,False
пятисотым,instrumental,neuter,,500,2,ordinal,False
пятисотыми,instrumental,,plural,500,2,ordinal,False
пятисотом,prepositional,masculine,,500,2,ordinal,False
пятисотой,prepositional,feminine,,500,2,ordinal,False
пятисотом,prepositional,neuter,,500,2,ordinal,False
пятисотых,prepositional,,plural,500,2,ordinal,False
шестьсот,nominative,,,600,2,cardinal,False
шестисот,genetive,,,600,2,cardinal,False
шестистам,dative,,,600,2,cardinal,False
шестьсот,accusative,,,600,2,cardinal,False
шестьюстами,instrumental,,,600,2,cardinal,False
шестистах,prepositional,,,600,2,cardinal,False
шестисотый,nominative,masculine,,600,2,ordinal,False
шестисотая,nominative,feminine,,600,2,ordinal,False
шестисотое,nominative,neuter,,600,2,ordinal,False
шестисотые,nominative,,plural,600,2,ordinal,False
шестисотого,genetive,masculine,,600,2,ordinal,False
шестисотой,genetive,feminine,,600,2,ordinal,False
шестисотого,genetive,neuter,,600,2,ordinal,False
шестисотых,genetive,,plural,600,2,ordinal,False
шестисотому,dative,masculine,,600,2,ordinal,False
шестисотой,dative,feminine,,600,2,ordinal,False
шестисотому,dative,neuter,,600,2,ordinal,False
шестисотым,dative,,plural,600,2,ordinal,False
шестисотый,accusative,masculine,,600,2,ordinal,False
шестисотую,accusative,feminine,,600,2,ordinal,False
шестисотое,accusative,neuter,,600,2,ordinal,False
шестисотые,accusative,,plural,600,2,ordinal,False
шестисотым,instrumental,masculine,,600,2,ordinal,False
шестисотой,instrumental,feminine,,600,2,ordinal,False
шестисотым,instrumental,neuter,,600,2,ordinal,False
шестисотыми,instrumental,,plural,600,2,ordinal,False
шестисотом,prepositional,masculine,,600,2,ordinal,False
шестисотой,prepositional,feminine,,600,2,ordinal,False
шестисотом,prepositional,neuter,,600,2,ordinal,False
шестисотых,prepositional,,plural,600,2,ordinal,False
семьсот,nominative,,,700,2,cardinal,False
семисот,genetive,,,700,2,cardinal,False
семистам,dative,,,700,2,cardinal,False
семьсот,accusative,,,700,2,cardinal,False
семьюстами,instrumental,,,700,2,cardinal,False
семистах,prepositional,,,700,2,cardinal,False
семисотый,nominative,masculine,,700,2,ordinal,False
семисотая,nominative,feminine,,700,2,ordinal,False
семисотое,nominative,neuter,,700,2,ordinal,False
семисотые,nominative,,plural,700,2,ordinal,False
семисотого,genetive,masculine,,700,2,ordinal,False
семисотой,genetive,feminine,,700,2,ordinal,False
семисотого,genetive,neuter,,700,2,ordinal,False
семисотых,genetive,,plural,700,2,ordinal,False
семисотому,dative,masculine,,700,2,ordinal,False
семисотой,dative,feminine,,700,2,ordinal,False
семисотому,dative,neuter,,700,2,ordinal,False
семисотым,dative,,plural,700,2,ordinal,False
семисотый,accusative,masculine,,700,2,ordinal,False
семисотую,accusative,feminine,,700,2,ordinal,False
семисотое,accusative,neuter,,700,2,ordinal,False
семисотые,accusative,,plural,700,2,ordinal,False
семисотым,instrumental,masculine,,700,2,ordinal,False
семисотой,instrumental,feminine,,700,2,ordinal,False
семисотым,instrumental,neuter,,700,2,ordinal,False
семисотыми,instrumental,,plural,700,2,ordinal,False
семисотом,prepositional,masculine,,700,2,ordinal,False
семисотой,prepositional,feminine,,700,2,ordinal,False
семисотом,prepositional,neuter,,700,2,ordinal,False
семисотых,prepositional,,plural,700,2,ordinal,False
восемьсот,nominative,,,800,2,cardinal,False
восьмисот,genetive,,,800,2,cardinal,False
восьмистам,dative,,,800,2,cardinal,False
восемьсот,accusative,,,800,2,cardinal,False
восемьюстами,instrumental,,,800,2,cardinal,False
восьмистах,prepositional,,,800,2,cardinal,False
восьмисотый,nominative,masculine,,800,2,ordinal,False
восьмисотая,nominative,feminine,,800,2,ordinal,False
восьмисотое,nominative,neuter,,800,2,ordinal,False
восьмисотые,nominative,,plural,800,2,ordinal,False
восьмисотого,genetive,masculine,,800,2,ordinal,False
восьмисотой,genetive,feminine,,800,2,ordinal,False
восьмисотого,genetive,neuter,,800,2,ordinal,False
восьмисотых,genetive,,plural,800,2,ordinal,False
восьмисотому,dative,masculine,,800,2,ordinal,False
восьмисотой,dative,feminine,,800,2,ordinal,False
восьмисотому,dative,neuter,,800,2,ordinal,False
восьмисотым,dative,,plural,800,2,ordinal,False
восьмисотый,accusative,masculine,,800,2,ordinal,False
восьмисотую,accusative,feminine,,800,2,ordinal,False
восьмисотое,accusative,neuter,,800,2,ordinal,False
восьмисотые,accusative,,plural,800,2,ordinal,False
восьмисотым,instrumental,masculine,,800,2,ordinal,False
восьмисотой,instrumental,feminine,,800,2,ordinal,False
восьмисотым,instrumental,neuter,,800,2,ordinal,False
восьмисотыми,instrumental,,plural,800,2,ordinal,False
восьмисотом,prepositional,masculine,,800,2,ordinal,False
восьмисотой,prepositional,feminine,,800,2,ordinal,False
восьмисотом,prepositional,neuter,,800,2,ordinal,False
восьмисотых,prepositional,,plural,800,2,ordinal,False
девятьсот,nominative,,,900,2,cardinal,False
девятисот,genetive,,,900,2,cardinal,False
девятистам,dative,,,900,2,cardinal,False
девятьсот,accusative,,,900,2,cardinal,False
девятьюстами,instrumental,,,900,2,cardinal,False
девятистах,prepositional,,,900,2,cardinal,False
девятисотый,nominative,masculine,,900,2,ordinal,False
девятисотая,nominative,feminine,,900,2,ordinal,False
девятисотое,nominative,neuter,,900,2,ordinal,False
девятисотые,nominative,,plural,900,2,ordinal,False
девятисотого,genetive,masculine,,900,2,ordinal,False
девятисотой,genetive,feminine,,900,2,ordinal,False
девятисотого,genetive,neuter,,900,2,ordinal,False
девятисотых,genetive,,plural,900,2,ordinal,False
девятисотому,dative,masculine,,900,2,ordinal,False
девятисотой,dative,feminine,,900,2,ordinal,False
девятисотому,dative,neuter,,900,2,ordinal,False
девятисотым,dative,,plural,900,2,ordinal,False
девятисотый,accusative,masculine,,900,2,ordinal,False
девятисотую,accusative,feminine,,900,2,ordinal,False
девятисотое,accusative,neuter,,900,2,ordinal,False
девятисотые,accusative,,plural,900,2,ordinal,False
девятисотым,instrumental,masculine,,900,2,ordinal,False
девятисотой,instrumental,feminine,,900,2,ordinal,False
девятисотым,instrumental,neuter,,900,2,ordinal,False
девятисотыми,instrumental,,plural,900,2,ordinal,False
девятисотом,prepositional,masculine,,900,2,ordinal,False
девятисотой,prepositional,feminine,,900,2,ordinal,False
девятисотом,prepositional,neuter,,900,2,ordinal,False
девятисотых,prepositional,,plural,900,2,ordinal,False
тысяча,nominative,,singular,1E+3,3,cardinal,True
тысячи,nominative,,plural,1E+3,3,cardinal,True
тысячи,genetive,,singular,1E+3,3,cardinal,True
тысяч,genetive,,plural,1E+3,3,cardinal,True
тысяче,dative,,singular,1E+3,3,cardinal,True
тисячам,dative,,plural,1E+3,3,cardinal,True
тысячи,accusative,,singular,1E+3,3,cardinal,True
тысяч,accusative,,plural,1E+3,3,cardinal,True
тысячи,instrumental,,singular,1E+3,3,cardinal,True
тысяч,instrumental,,plural,1E+3,3,cardinal,True
тысяче,prepositional,,singular,1E+3,3,cardinal,True
тысячах,prepositional,,plural,1E+3,3,cardinal,True
тысячный,nominative,masculine,,1000,3,ordinal,False
тысячная,nominative,feminine,,1000,3,ordinal,False
тысячное,nominative,neuter,,1000,3,ordinal,False
тысячные,nominative,,plural,1000,3,ordinal,False
тысячного,genetive,masculine,,1000,3,ordinal,False
тысячной,genetive,feminine,,1000,3,ordinal,False
тысячного,genetive,neuter,,1000,3,ordinal,False
тысячных,genetive,,plural,1000,3,ordinal,False
тысячному,dative,masculine,,1000,3,ordinal,False
тысячной,dative,feminine,,1000,3,ordinal,False
тысячному,dative,neuter,,1000,3,ordinal,False
тысячным,dative,,plural,1000,3,ordinal,False
тысячный,accusative,masculine,,1000,3,ordinal,False
тысячную,accusative,feminine,,1000,3,ordinal,False
тысячное,accusative,neuter,,1000,3,ordinal,False
тысячные,accusative,,plural,1000,3,ordinal,False
тысячным,instrumental,masculine,,1000,3,ordinal,False
тысячной,instrumental,feminine,,1000,3,ordinal,False
тысячным,instrumental,neuter,,1000,3,ordinal,False
тысячными,instrumental,,plural,1000,3,ordinal,False
тысячном,prepositional,masculine,,1000,3,ordinal,False
тысячной,prepositional,feminine,,1000,3,ordinal,False
тысячном,prepositional,neuter,,1000,3,ordinal,False
тысячных,prepositional,,plural,1000,3,ordinal,False
миллион,nominative,,singular,1E+6,6,cardinal,True
миллионы,nominative,,plural,1E+6,6,cardinal,True
миллиона,genetive,,singular,1E+6,6,cardinal,True
миллионов,genetive,,plural,1E+6,6,cardinal,True
миллиону,dative,,singular,1E+6,6,cardinal,True
миллионам,dative,,plural,1E+6,6,cardinal,True
миллион,accusative,,singular,1E+6,6,cardinal,True
миллионы миллионов,accusative,,plural,1E+6,6,cardinal,True
миллионом,instrumental,,singular,1E+6,6,cardinal,True
миллионами,instrumental,,plural,1E+6,6,cardinal,True
миллионе,prepositional,,singular,1E+6,6,cardinal,True
миллионах,prepositional,,plural,1E+6,6,cardinal,True
миллиард,nominative,,singular,1E+9,9,cardinal,True
миллиарды,nominative,,plural,1E+9,9,cardinal,True
миллиарда,genetive,,singular,1E+9,9,cardinal,True
миллиардов,genetive,,plural,1E+9,9,cardinal,True
миллиарду,dative,,singular,1E+9,9,cardinal,True
миллиарду,dative,,plural,1E+9,9,cardinal,True
миллиард,accusative,,singular,1E+9,9,cardinal,True
миллиарды миллиардов,accusative,,plural,1E+9,9,cardinal,True
миллиардом,instrumental,,singular,1E+9,9,cardinal,True
миллиардами,instrumental,,plural,1E+9,9,cardinal,True
миллиарде,prepositional,,singular,1E+9,9,cardinal,True
миллиардах,prepositional,,plural,1E+9,9,cardinal,True
триллион,nominative,,singular,1E+12,12,cardinal,True
триллионы,nominative,,plural,1E+12,12,cardinal,True
триллиона,genetive,,singular,1E+12,12,cardinal,True
триллионов,genetive,,plural,1E+12,12,cardinal,True
триллиону,dative,,singular,1E+12,12,cardinal,True
триллионам,dative,,plural,1E+12,12,cardinal,True
триллион,accusative,,singular,1E+12,12,cardinal,True
триллионы,accusative,,plural,1E+12,12,cardinal,True
триллионом,instrumental,,singular,1E+12,12,cardinal,True
триллионами,instrumental,,plural,1E+12,12,cardinal,True
триллионе,prepositional,,singular,1E+12,12,cardinal,True
триллионах,prepositional,,plural,1E+12,12,cardinal,True
триллионный,nominative,masculine,singular,1E+12,12,ordinal,True
триллионная,nominative,feminine,singular,1E+12,12,ordinal,True
триллионное,nominative,neuter,singular,1E+12,12,ordinal,True
триллионные,nominative,,plural,1E+12,12,ordinal,True
триллионного,genetive,masculine,singular,1E+12,12,ordinal,True
триллионной,genetive,feminine,singular,1E+12,12,ordinal,True
триллионного,genetive,neuter,singular,1E+12,12,ordinal,True
триллионных,genetive,,plural,1E+12,12,ordinal,True
триллионному,dative,masculine,singular,1E+12,12,ordinal,True
триллионной,dative,feminine,singular,1E+12,12,ordinal,True
триллионному,dative,neuter,singular,1E+12,12,ordinal,True
триллионним,dative,,plural,1E+12,12,ordinal,True
триллионный триллионного,accusative,masculine,singular,1E+12,12,ordinal,True
триллионную,accusative,feminine,singular,1E+12,12,ordinal,True
триллионное,accusative,neuter,singular,1E+12,12,ordinal,True
триллионные триллионных,accusative,,plural,1E+12,12,ordinal,True
триллионным,instrumental,masculine,singular,1E+12,12,ordinal,True
триллионной,instrumental,feminine,singular,1E+12,12,ordinal,True
триллионным,instrumental,neuter,singular,1E+12,12,ordinal,True
триллионными,instrumental,,plural,1E+12,12,ordinal,True
триллионном,prepositional,masculine,singular,1E+12,12,ordinal,True
триллионной,prepositional,feminine,singular,1E+12,12,ordinal,True
триллионном,prepositional,neuter,singular,1E+12,12,ordinal,True
триллионных,prepositional,,plural,1E+12,12,ordinal,True
квадриллион,nominative,,singular,1E+15,15,cardinal,True
квадриллионы,nominative,,plural,1E+15,15,cardinal,True
квадриллиона,genetive,,singular,1E+15,15,cardinal,True
квадриллионов,genetive,,plural,1E+15,15,cardinal,True
квадриллиону,dative,,singular,1E+15,15,cardinal,True
квадриллионам,dative,,plural,1E+15,15,cardinal,True
квадриллион,accusative,,singular,1E+15,15,cardinal,True
квадриллионы,accusative,,plural,1E+15,15,cardinal,True
квадриллионом,instrumental,,singular,1E+15,15,cardinal,True
квадриллионами,instrumental,,plural,1E+15,15,cardinal,True
квадриллионе,prepositional,,singular,1E+15,15,cardinal,True
квадриллионах,prepositional,,plural,1E+15,15,cardinal,True
квадриллионный,nominative,masculine,singular,1E+15,15,ordinal,True
квадриллионная,nominative,feminine,singular,1E+15,15,ordinal,True
квадриллионное,nominative,neuter,singular,1E+15,15,ordinal,True
квадриллионные,nominative,,plural,1E+15,15,ordinal,True
квадриллионного,genetive,masculine,singular,1E+15,15,ordinal,True
квадриллионной,genetive,feminine,singular,1E+15,15,ordinal,True
квадриллионного,genetive,neuter,singular,1E+15,15,ordinal,True
квадриллионных,genetive,,plural,1E+15,15,ordinal,True
квадриллионному,dative,masculine,singular,1E+15,15,ordinal,True
квадриллионной,dative,feminine,singular,1E+15,15,ordinal,True
квадриллионному,dative,neuter,singular,1E+15,15,ordinal,True
квадриллионним,dative,,plural,1E+15,15,ordinal,True
квадриллионный квадриллионного,accusative,masculine,singular,1E+15,15,ordinal,True
квадриллионную,accusative,feminine,singular,1E+15,15,ordinal,True
квадриллионное,accusative,neuter,singular,1E+15,15,ordinal,True
квадриллионные квадриллионных,accusative,,plural,1E+15,15,ordinal,True
квадриллионным,instrumental,masculine,singular,1E+15,15,ordinal,True
квадриллионной,instrumental,feminine,singular,1E+15,15,ordinal,True
квадриллионным,instrumental,neuter,singular,1E+15,15,ordinal,True
квадриллионными,instrumental,,plural,1E+15,15,ordinal,True
квадриллионном,prepositional,masculine,singular,1E+15,15,ordinal,True
квадриллионной,prepositional,feminine,singular,1E+15,15,ordinal,True
квадриллионном,prepositional,neuter,singular,1E+15,15,ordinal,True
квадриллионных,prepositional,,plural,1E+15,15,ordinal,True
квинтиллион,nominative,,singular,1E+18,18,cardinal,True
квинтиллионы,nominative,,plural,1E+18,18,cardinal,True
квинтиллиона,genetive,,singular,1E+18,18,cardinal,True
квинтиллионов,genetive,,plural,1E+18,18,cardinal,True
квинтиллиону,dative,,singular,1E+18,18,cardinal,True
квинтиллионам,dative,,plural,1E+18,18,cardinal,True
квинтиллион,accusative,,singular,1E+18,18,cardinal,True
квинтиллионы,accusative,,plural,1E+18,18,cardinal,True
квинтиллионом,instrumental,,singular,1E+18,18,cardinal,True
квинтиллионами,instrumental,,plural,1E+18,18,cardinal,True
квинтиллионе,prepositional,,singular,1E+18,18,cardinal,True
квинтиллионах,prepositional,,plural,1E+18,18,cardinal,True
квинтиллионный,nominative,masculine,singular,1E+18,18,ordinal,True
