index,sequence_label,source,generator,chisqr_p,chisqr_X2.X-squared,chisqr_df.df,ks_p,ks_D.D,freq_p,freq_X2.X-squared,freq_df.df,eqdist_empiricalMean,eqdist_diff,gap_p,gap_X2.X-squared,gap_df.df,serial_autocorrelation,perm_observed_stat,perm_p,entropy_val,fft_dominant_frequency,fft_dominant_period,fft_max_magnitude,uniformity_score,patterns_score,periodicity_score,randomness_score
76,randoms-59,QRNG,IBM Qiskit (Single-Qubit),0.166701025401886,14.14,10,0.000134916725306,0.0980000000000001,0.166701025401886,14.14,10,0.5074,0.0073999999999999,2.9218541049238e-91,560.431492842536,43,-0.074241306797129,5.074,1.0,3.43923802494007,0.178,5.61797752808989,161.293865723405,0.6955784852786875,0.5460186710934193,0.3106611551930155,0.5174194371883741
77,randoms-6,QRNG,IBM Qiskit (Single-Qubit),0.129745895300793,15.064,10,2.8652561090907e-06,0.116,0.129745895300793,15.064,10,0.5104,0.0104,1.0713948359331999e-103,627.699386503068,45,-0.0288426354535942,5.104,1.0,3.43777503826994,0.298,3.35570469798658,158.01151250807,0.7342124703395788,0.6460871826226687,0.3125044080109806,0.5642680203244094
78,randoms-60,QRNG,IBM Qiskit (Single-Qubit),0.79261682652321,6.264,10,1.11190264833003e-05,0.11,0.79261682652321,6.264,10,0.4902,0.0097999999999999,2.75046935508056e-97,590.304703476483,43,0.0402344669177459,4.902,1.0,3.45028220088414,0.048,20.8333333333333,152.97649378071,0.39823978495486356,0.7983480882703635,0.13915423934063498,0.44524737085528737
79,randoms-61,PRNG,Mersenne Twister (MT19937),0.914131066974075,4.636,10,1.71956722454751e-05,0.108,0.914131066974075,4.636,10,0.5034,0.0033999999999999,6.94709094538879e-100,606.0,44,-0.0308624938991213,5.034,1.0,3.45272899479867,0.488,2.04918032786885,148.537078744424,0.30551219153100095,0.6416349768172946,0.08879279689463178,0.34531332174764245
80,randoms-62,PRNG,Mersenne Twister (MT19937),0.592160759132829,8.376,10,1.71956722454752e-05,0.108,0.592160759132829,8.376,10,0.507,0.007,1.45201566119185e-86,534.294478527607,42,-0.0686237813621027,5.07,1.0,3.44717913141693,0.39,2.56410256410256,185.152675809552,0.48482188848688573,0.558400134217424,0.3294266732448673,0.4575495653163923
81,randoms-63,PRNG,Mersenne Twister (MT19937),0.373630893746102,10.796,10,6.06219924238887e-05,0.102,0.373630893746102,10.796,10,0.4898,0.0102,2.73517587774582e-99,603.055214723926,44,0.0510943095674699,4.898,1.0,3.44312469513561,0.1,10.0,199.968643096735,0.6084970548417827,0.8222855352719692,0.4483980444625527,0.6263935448587682
82,randoms-64,PRNG,Mersenne Twister (MT19937),0.444009622902543,9.96,10,6.06219924238887e-05,0.102,0.444009622902543,9.96,10,0.5042,0.0041999999999999,2.12099976254447e-93,571.049079754601,43,0.048918553748943,5.042,1.0,3.44511415757812,0.252,3.96825396825397,165.034487434371,0.543647228262683,0.8174896978666284,0.25829307978949695,0.539810001972936
83,randoms-65,PRNG,Mersenne Twister (MT19937),0.677935170703921,7.496,10,1.11190264833003e-05,0.11,0.677935170703921,7.496,10,0.4814,0.0186,1.43147205119757e-122,729.386503067485,48,0.0070983251147975,4.814,1.0,3.44831975096689,0.032,31.25,206.720397171798,0.4991042639160592,0.7253088496893216,0.41850216405125695,0.5476384258855459
84,randoms-66,PRNG,Mersenne Twister (MT19937),0.166701025401886,14.14,10,2.8652561090907e-06,0.116,0.166701025401886,14.14,10,0.5072,0.0071999999999999,2.2328621458265902e-87,538.339468302658,42,0.0301746963907412,5.072,1.0,3.4393161323944,0.058,17.2413793103448,202.980823646792,0.6999170878546566,0.7761740536129798,0.5082273179897685,0.6614394864858016
85,randoms-67,PRNG,Mersenne Twister (MT19937),0.780968607516323,6.396,10,1.11190264833003e-05,0.11,0.780968607516323,6.396,10,0.4966,0.0034,4.47506245965048e-101,611.889570552147,44,0.0566939808044239,4.966,1.0,3.45024602535243,0.148,6.75675675675676,215.653697340874,0.37258982792217676,0.8346284243712333,0.43803366216934575,0.5484173048209185
86,randoms-68,PRNG,Mersenne Twister (MT19937),0.295083738024813,11.852,10,0.0012274053371617,0.086,0.295083738024813,11.852,10,0.492,0.008,2.12687635292325e-85,528.490797546012,42,0.0029300412981477,4.92,1.0,3.44217599884816,0.038,26.3157894736842,157.319567731806,0.5900603911918705,0.7161096159441983,0.2566481959928214,0.5209394010429634
87,randoms-69,PRNG,Mersenne Twister (MT19937),0.97675612857647,3.184,10,0.0012274053371617,0.086,0.97675612857647,3.184,10,0.4966,0.0034,1.6148747462112498e-114,686.852760736196,47,0.004407930170694,4.966,1.0,3.45479746812587,0.092,10.8695652173913,199.943746613084,0.2252991328844972,0.7193786361065768,0.3088696164187878,0.4178491284699539
88,randoms-7,QRNG,IBM Qiskit (Single-Qubit),0.178723142994412,13.876,10,1.11478073853892e-06,0.12,0.178723142994412,13.876,10,0.5312,0.0312,2.52645343135287e-89,548.01226993865,42,-0.0951188685170977,5.312,1.0,3.43884409634188,0.32,3.125,192.289055382315,0.8120641225580658,0.4999999986419358,0.4629543856283412,0.5916728356094475
89,randoms-70,PRNG,Mersenne Twister (MT19937),0.428643719830071,10.136,10,2.8652561090907e-06,0.116,0.428643719830071,10.136,10,0.4982,0.0018,6.069263651162161e-113,676.196319018405,46,-0.006976467848151,4.982,1.0,3.44473149740982,0.012,83.3333333333333,192.54094141923,0.5418762858237955,0.6942849553773986,0.39383956531769626,0.5433336021729634
90,randoms-71,PRNG,Mersenne Twister (MT19937),0.673669519497764,7.54,10,4.01514172449904e-05,0.104,0.673669519497764,7.54,10,0.4728,0.0272,2.22422450117514e-102,618.331288343558,44,0.0461194697820771,4.728,1.0,3.44817342069259,0.118,8.47457627118644,173.687263893407,0.5423977145532581,0.8113199101201769,0.2629573462716779,0.5388916569817043
91,randoms-72,PRNG,Mersenne Twister (MT19937),0.223895547246882,12.996,10,2.63813610118885e-05,0.106,0.223895547246882,12.996,10,0.4772,0.0228,1.95871639415891e-99,600.922290388548,43,0.0021863572719438,4.772,1.0,3.44079139556492,0.226,4.42477876106195,185.090918654379,0.7470355653154588,0.7144818079259782,0.4054224041414933,0.6223132591276435
92,randoms-73,PRNG,Mersenne Twister (MT19937),0.617897813025255,8.112,10,6.06219924238877e-05,0.102,0.617897813025255,8.112,10,0.5264,0.0264,1.89713863155829e-105,636.353783231084,45,0.0540909794670799,5.264,1.0,3.44784074782969,0.32,3.125,162.473914393837,0.5656267318557753,0.8288908452397931,0.21353638486840482,0.5360179873213243
93,randoms-74,PRNG,Mersenne Twister (MT19937),0.673669519497764,7.54,10,9.0799859524961e-05,0.1,0.673669519497764,7.54,10,0.4898,0.0102,1.17720115599418e-111,669.852760736196,46,0.004612805957978,4.898,1.0,3.44813147650366,0.124,8.06451612903226,155.218203255019,0.45669471228782516,0.7198302267472707,0.17551495280697427,0.45067996394735665
94,randoms-75,PRNG,Mersenne Twister (MT19937),0.996694965732642,1.952,10,0.0002908063955945,0.094,0.996694965732642,1.952,10,0.503,0.003,9.96173024506415e-109,652.533742331288,45,-0.0643895232975552,5.03,1.0,3.45662227941365,0.172,5.81395348837209,171.792186674404,0.2510768670298008,0.5677341372534099,0.15302750538004953,0.32394616988775343
95,randoms-76,PRNG,Mersenne Twister (MT19937),0.818946280606021,5.956,10,0.0002908063955945,0.094,0.818946280606021,5.956,10,0.483,0.017,3.32453247299323e-102,614.59918200409,43,0.0073567581983562,4.83,1.0,3.45046604397153,0.342,2.92397660818713,172.174687511051,0.4091845073831265,0.7258784922192072,0.22837379254463702,0.4544789307156569
96,randoms-77,PRNG,Mersenne Twister (MT19937),0.984193341921633,2.876,10,0.0008666695293592,0.088,0.984193341921633,2.876,10,0.4952,0.0047999999999999,9.612144829406999e-127,752.820040899795,49,0.0144486791685473,4.952,1.0,3.45530323200314,0.324,3.08641975308642,151.675103479908,0.24299712305826526,0.7415106231661358,0.07299045036397635,0.35249939886279247
97,randoms-78,PRNG,Mersenne Twister (MT19937),0.413560064504836,10.312,10,6.06219924238892e-05,0.102,0.413560064504836,10.312,10,0.498,0.002,8.42799692172154e-105,633.155419222904,45,-0.0089522836091232,4.98,1.0,3.44480994275595,0.124,8.06451612903226,159.755086039905,0.5481027366474756,0.6899298291947544,0.2367876673675662,0.4916067444032654
98,randoms-79,PRNG,Mersenne Twister (MT19937),0.660840469674175,7.672,10,0.0024034433969309,0.0820000000000001,0.660840469674175,7.672,10,0.4914,0.0086,9.40270958718915e-106,637.858895705521,45,-0.0381236030295811,4.914,1.0,3.44833141563482,0.09,11.1111111111111,150.795973888609,0.3620392417715738,0.6256299184946794,0.15206990498697595,0.37991302175107644
99,randoms-8,QRNG,IBM Qiskit (Single-Qubit),0.187120512957402,13.7,10,1.11190264833003e-05,0.11,0.187120512957402,13.7,10,0.4804,0.0196,1.15730243858553e-121,721.993865030675,47,-0.0493172339213742,4.804,1.0,3.43978157365317,0.1,10.0,176.295885415553,0.7503597053133083,0.6009567298610815,0.3756039406541249,0.5756401252761716
100,randoms-80,PRNG,Mersenne Twister (MT19937),0.68219451636857,7.452,10,6.06219924238887e-05,0.102,0.68219451636857,7.452,10,0.494,0.006,1.14035691487195e-106,639.496932515337,44,-0.000920408288436,4.94,1.0,3.44874142930397,0.106,9.43396226415094,169.98932779003,0.4329632617272095,0.7076338232592855,0.2385652195097924,0.45972076816542917
101,randoms-81,PRNG,Linear Congruential Generator (LCG),0.301161613978742,11.764,10,0.0002908063955945,0.094,0.301161613978742,11.764,10,0.4976,0.0024,7.80081323974465e-96,585.938650306748,44,-0.063854683911594,4.976,1.0,3.44257863719385,0.356,2.80898876404494,166.932877912159,0.5972042297478037,0.5689130391830929,0.2976147088144936,0.4879106592484634
102,randoms-82,PRNG,Linear Congruential Generator (LCG),0.765138090667755,6.572,10,0.002403443396931,0.082,0.765138090667755,6.572,10,0.5092,0.0091999999999999,2.30580524149007e-93,570.869120654397,43,-0.0281013436071387,5.092,1.0,3.45003538829512,0.27,3.7037037037037,165.764283990448,0.3126462319179265,0.6477211505224113,0.20299303970173949,0.38778680738069243
103,randoms-83,PRNG,Linear Congruential Generator (LCG),0.613602148520933,8.156,10,0.000134916725306,0.098,0.613602148520933,8.156,10,0.505,0.005,3.63078862765317e-95,582.625766871166,44,-0.0015255763896872,5.05,1.0,3.44747404207878,0.192,5.20833333333333,148.599911727902,0.4594729735807076,0.7062999015978007,0.15185276500250336,0.43920854672700393
104,randoms-84,PRNG,Linear Congruential Generator (LCG),0.447893603571571,9.916,10,0.000134916725306,0.098,0.447893603571571,9.916,10,0.5006,0.0006,7.51271165129914e-112,670.81390593047,46,-0.0044136435011019,5.006,1.0,3.4449837941952,0.454,2.20264317180617,208.565512559966,0.5209866261844804,0.6999339757141225,0.46712986095800196,0.5626834876188683
105,randoms-85,PRNG,Linear Congruential Generator (LCG),0.349473084108155,11.104,10,4.01514172449902e-05,0.104,0.349473084108155,11.104,10,0.4978,0.0021999999999999,2.2212463226482e-94,575.907975460123,43,0.0229898771284418,4.978,1.0,3.44287529387756,0.114,8.7719298245614,154.762499465888,0.58207664759873,0.7603372747199005,0.23612051541118112,0.5261781459099372
106,randoms-86,PRNG,Linear Congruential Generator (LCG),0.172627015791694,14.008,10,4.01514172449902e-05,0.104,0.172627015791694,14.008,10,0.5106,0.0106000000000001,6.09494734209271e-129,760.650306748466,48,-0.0057459972552614,5.106,1.0,3.43915404997422,0.412,2.42718446601942,169.974414985209,0.712172219930442,0.6969971792607785,0.3529978841925486,0.5873890944612564
107,randoms-87,PRNG,Linear Congruential Generator (LCG),0.336123620039252,11.28,10,4.53877766275709e-06,0.114,0.336123620039252,11.28,10,0.504,0.004,1.33690498532675e-100,606.680981595092,43,-0.0175178986452963,5.04,1.0,3.44282689196043,0.208,4.80769230769231,177.860083432752,0.5990703641279974,0.6710493571126143,0.3466813700515815,0.5389336970973977
108,randoms-88,PRNG,Linear Congruential Generator (LCG),0.39512109016577,10.532,10,0.0001988712714996,0.096,0.39512109016577,10.532,10,0.4992,0.0008,1.35858880772862e-127,745.098159509202,45,0.0951581082589154,4.992,1.0,3.44339048390106,0.048,20.8333333333333,198.754888704402,0.5458788504191562,0.9194116981351762,0.43944420216891683,0.6349115835744165
109,randoms-89,PRNG,Linear Congruential Generator (LCG),0.707585399191228,7.188,10,9.07998595249615e-05,0.1,0.707585399191228,7.188,10,0.5042,0.0041999999999999,1.73705785758094e-86,536.676891615542,43,-0.0333429609288334,5.042,1.0,3.44883442199141,0.292,3.42465753424658,165.61464706687,0.41014516675749246,0.6361665561241499,0.2166238612993579,0.42097852806033337
110,randoms-9,QRNG,IBM Qiskit (Single-Qubit),0.0182016696928105,21.444,10,0.0045580844007258,0.078,0.0182016696928105,21.444,10,0.503,0.003,1.8169789629867302e-104,628.638036809816,44,0.025642903879893,5.03,1.0,3.42919201536938,0.054,18.5185185185185,158.54489269976,0.5701618518942533,0.7661851207067343,0.41755265935491387,0.5846332106519672
111,randoms-90,PRNG,Linear Congruential Generator (LCG),0.575080716809793,8.552,10,0.0002908063955945,0.094,0.575080716809793,8.552,10,0.4822,0.0178,8.45093230995497e-109,649.98773006135,44,-0.0786173496265144,4.822,1.0,3.44712312190555,0.446,2.24215246636771,183.121967873042,0.5355148120322171,0.5363729242337936,0.32042606865771317,0.4641046016412413
112,randoms-91,PRNG,Linear Congruential Generator (LCG),0.528690489781109,9.036,10,2.63813610118885e-05,0.106,0.528690489781109,9.036,10,0.5072,0.0071999999999999,4.20502050945819e-104,623.957055214724,43,0.0238695453931778,5.072,1.0,3.4459833313218,0.082,12.1951219512195,188.702444693631,0.5172908668025665,0.7622762542378752,0.3606110971227323,0.546726072721058
113,randoms-92,PRNG,Linear Congruential Generator (LCG),0.113323205057497,15.548,10,1.71956722454747e-05,0.108,0.113323205057497,15.548,10,0.515,0.015,2.35227235752709e-119,707.721881390593,46,-0.024380966813246,5.15,1.0,3.43549176610365,0.356,2.80898876404494,161.974837733466,0.7645149794255351,0.6559216673442106,0.3586459062885503,0.5930275176860987
114,randoms-93,PRNG,Linear Congruential Generator (LCG),0.724311596160127,7.012,10,0.0004218533486177,0.092,0.724311596160127,7.012,10,0.5062,0.0061999999999999,3.3638562323743103e-109,657.742331288344,46,-0.0170305808869006,5.062,1.0,3.44915009932622,0.106,9.43396226415094,183.259288403664,0.39824858754982384,0.6721235110751337,0.2968714117365846,0.4557478367871807
115,randoms-94,PRNG,Linear Congruential Generator (LCG),0.252249708699584,12.512,10,1.11478073853892e-06,0.12,0.252249708699584,12.512,10,0.5354,0.0354,6.62640998692892e-131,770.269938650307,48,0.0278748810350378,5.354,1.0,3.44140285127414,0.268,3.73134328358209,244.660195194065,0.7958312837347828,0.7711048821234829,0.6817681749675915,0.7495681136086191
116,randoms-95,PRNG,Linear Congruential Generator (LCG),0.643681206167712,7.848,10,0.0006070782761407,0.09,0.643681206167712,7.848,10,0.5086,0.0086,3.22926122901893e-110,659.871165644172,45,-0.0554684847297898,5.086,1.0,3.44863618231721,0.498,2.00803212851406,172.667035154522,0.44306084811080687,0.5873980398349627,0.25257252705380895,0.4276771383331928
117,randoms-96,PRNG,Linear Congruential Generator (LCG),0.647975129039957,7.804,10,6.06219924238887e-05,0.102,0.647975129039957,7.804,10,0.5068,0.0068,7.94456946453927e-127,747.319018404908,47,0.0523631352970366,5.068,1.0,3.44812965363608,0.054,18.5185185185185,147.59377613387,0.45407458303676956,0.8250823021898166,0.13923181352200098,0.4727962329161957
118,randoms-97,PRNG,Linear Congruential Generator (LCG),0.596442489322543,8.332,10,0.000134916725306,0.0980000000000001,0.596442489322543,8.332,10,0.5072,0.0071999999999999,9.341652630690131e-118,693.975460122699,44,-0.0872230334986192,5.072,1.0,3.44678549235213,0.474,2.10970464135021,188.689600506726,0.478911979073804,0.5174041317525954,0.35096959419761187,0.44909523500800375
119,randoms-98,PRNG,Linear Congruential Generator (LCG),0.975537763550695,3.228,10,2.63813610118885e-05,0.106,0.975537763550695,3.228,10,0.4984,0.0015999999999999,1.9966953309803e-95,583.914110429448,44,-0.0019319818978478,4.984,1.0,3.45487128842464,0.458,2.18340611353712,169.417914992908,0.2654643499721767,0.7054040957720142,0.16263441512105975,0.37783428695508353
120,randoms-99,PRNG,Linear Congruential Generator (LCG),0.336123620039252,11.28,10,4.01514172449904e-05,0.104,0.336123620039252,11.28,10,0.5112,0.0112,1.79965485829058e-82,513.893660531697,42,-0.0716332673103396,5.112,1.0,3.44301771840565,0.42,2.38095238095238,208.118208827411,0.6330679272970736,0.5420935303273712,0.4884811256973322,0.5545475277739257
